student_id_number,term_code,CLASS_NBR,COMPLETED_FLAG,official_grade,ACAD_PLAN,HOURS_CARRIED
60118,5,07552,1,C,ND1206,15.0
60121,5,07554,1,A-,ND1206,14.0
60114,6,05509,1,B+,BB6137,19.0
60113,5,07566,1,A,ND1201,17.0
60115,6,05612,1,A,BS5327,16.0
60117,5,07532,1,A-,BA4101,15.0
60110,5,07537,1,B+,ND1201,15.0
60111,5,07883,1,D,BB6127,17.0
60112,5,10541,1,B,ND1201,14.0
60109,5,07517,1,A,ND0210,16.0
60108,5,07875,1,B,BA4101,16.0
61220,6,05805,1,B+,ND0210,17.0
60100,6,05505,0,WP,BS7260,15.0
60099,5,07547,1,B+,BS7256,16.5
60098,5,07887,1,B-,ND8837,17.0
60095,5,07566,1,A,BS6468,13.0
60093,5,06722,0,DROP,BA4101,20.0
60093,5,06617,0,WP,BA4101,20.0
60096,6,05617,1,A,BS7260,19.0
60094,6,04645,1,B+,BS2127,15.0
60094,6,04648,0,DROP,BS2127,15.0
60094,6,05616,1,B,BS2127,15.0
60092,6,05519,1,A,ND0610,16.0
60092,5,07881,1,C+,ND0610,17.0
60091,5,07888,1,C+,BS6308,17.0
60091,6,05514,1,A,BS6308,16.0
60090,5,07883,1,C-,BA4101,15.0
60090,5,07532,1,D+,BA4101,15.0
60089,5,07528,1,A,ND0210,16.0
60084,5,10539,1,A,ND6603,16.0
60086,6,05498,1,B+,BA2129,17.0
60082,5,06620,0,DROP,BS0411,15.0
60082,5,06615,1,B-,BS0411,15.0
60078,6,04647,0,DROP,BS7257,17.5
60078,6,04645,0,NC,BS7257,17.5
60081,5,07566,1,A,BS6468,14.0
60079,5,07877,1,B-,ND8837,9.0
67673,6,05810,1,B+,ND1220,16.0
60080,6,05610,1,A,ND0610,15.0
60077,6,05505,1,B,BS7252,15.0
60076,6,05944,1,B,ND1206,16.0
60076,5,07880,1,D+,ND1206,15.0
60076,5,07548,1,A,ND1206,15.0
60074,5,07880,1,B,BB6132,17.0
60074,6,05513,1,A,BB6132,15.0
60075,5,07878,1,C,ND0407,15.0
67666,6,05498,1,A,BS5327,18.0
67669,6,05499,1,A,BA4101,16.0
67669,5,07884,1,B+,BA4101,16.0
67659,6,05620,1,A,BS3321,13.0
67660,5,07887,1,B+,ND0610,17.0
67665,6,04812,0,DROP,BS2127,17.0
67665,6,04645,1,A-,BS2127,17.0
67670,5,07546,1,B-,ND0407,16.0
67661,6,04813,0,DROP,BS8171,19.0
67661,6,04646,1,A,BS8171,19.0
67667,5,06723,0,DROP,BS3316,15.0
67667,5,06617,1,A,BS3316,15.0
67668,5,07530,1,A,BC5363,16.0
67655,5,07875,0,F,BS6308,17.0
67662,5,06723,0,DROP,BS3316,15.0
67662,5,06617,1,C,BS3316,15.0
67662,6,05611,0,WP,BS3316,15.0
60106,6,04646,1,C,BS3316,15.0
60106,6,05945,1,B+,BS3316,15.0
60106,6,05499,1,B,BS3316,15.0
60106,6,04762,0,DROP,BS3316,15.0
60106,5,07888,1,C-,BS3316,16.0
60105,5,07544,1,A-,ND1201,16.0
67656,5,10541,1,A-,ND1206,15.0
67658,5,07881,1,C,BS8167,17.0
67658,6,05615,1,B,BS8167,16.0
67653,6,05531,1,A,BS8122,16.0
67653,5,07875,1,C-,BS8122,15.0
60104,5,07525,1,A,ND1206,15.0
60102,6,05501,1,A,BS6316,15.0
88424,6,11959,1,B,AA5006,6.0
62813,6,05664,1,A,BS7256,18.0
62548,5,07877,1,C,ND0210,17.0
62544,6,05517,1,A,BB6132,17.0
62541,6,05806,1,A-,BS3316,17.0
62541,6,05610,1,B,BS3316,17.0
62541,5,07883,1,D,BS3316,16.0
62545,6,05523,0,FS,BC5373,16.0
62543,5,07521,1,A,ND1206,17.0
62537,6,09612,1,A-,BB6158,16.0
62537,6,05515,1,S,BB6158,16.0
62540,6,04813,0,DROP,BS2127,15.0
62540,6,04646,1,A-,BS2127,15.0
62536,5,07877,1,B,ND1201,15.0
62523,6,05664,1,A,ND1201,16.0
62527,6,04646,1,C,BS3316,15.0
62527,6,04796,0,DROP,BS3316,15.0
62532,6,05505,1,A-,BB6126,15.0
62528,6,05617,1,S,ND8837,10.0
62522,6,04646,1,B,BS7252,16.0
62522,6,05505,1,B+,BS7252,16.0
62522,6,04762,0,DROP,BS7252,16.0
62521,5,07516,1,B+,BA5050,15.0
62518,6,04648,0,DROP,BS2127,18.0
62518,6,04645,1,B+,BS2127,18.0
62512,6,05530,1,A,BS8171,17.0
62513,5,10534,1,A-,ND0210,16.0
62515,6,04645,1,A,BS7252,19.0
62515,6,04795,0,DROP,BS7252,19.0
62519,6,05502,1,A,BA5050,17.0
62514,6,05809,0,WP,BC5363,16.0
62514,5,07513,1,A,BC5363,16.0
62516,6,05503,1,A,BS6307,18.0
62811,6,05809,1,B+,ND0210,13.0
62811,5,10539,1,A,ND0210,17.0
62810,6,05539,1,S,ND0210,16.0
62807,6,05810,1,B+,BS8171,16.0
62807,6,05538,1,C,BS8171,16.0
62807,5,07887,0,WF,BS8171,16.0
62806,6,04761,0,DROP,ND1105,16.0
62806,6,05539,1,S,ND1105,16.0
62806,6,04646,1,S,ND1105,16.0
62557,5,07876,1,B+,ND1206,15.0
62557,5,10544,1,A-,ND1206,15.0
62809,6,05517,1,A,BB6125,18.0
62558,6,05945,1,S,ND1201,16.0
62558,5,10540,1,C,ND1201,17.0
62556,6,05536,1,A,BB6156,16.0
62555,5,07515,1,B+,BJ6906,14.0
61514,5,07876,1,B,BA4101,15.0
61261,5,06723,0,DROP,BS3316,16.0
61261,5,06617,1,A,BS3316,16.0
61251,6,05943,1,B,BS7255,16.5
61251,6,05498,1,B+,BS7255,16.5
61512,5,10537,1,B+,ND1201,17.0
61256,5,07529,1,A,ND1201,15.0
61257,5,07526,1,A-,ND1220,16.0
61250,5,06618,0,DROP,BS2121,16.0
61250,5,06615,1,C-,BS2121,16.0
61241,5,07553,1,A-,ND1201,15.0
61241,6,09611,1,B+,BS6361,16.0
61234,6,04646,1,B,BS2121,15.0
61234,6,04762,0,DROP,BS2121,15.0
61235,5,06617,1,A,BS2121,15.0
61235,5,06725,0,DROP,BS2121,15.0
61247,5,07526,1,A-,ND1207,17.0
61245,5,07559,1,A,ND1201,15.0
61240,6,04645,1,S,BS8122,16.0
61240,6,05613,1,A,BS8122,16.0
61240,6,04795,0,DROP,BS8122,16.0
61239,6,04646,1,B-,BS2522,15.0
61239,6,04762,0,DROP,BS2522,15.0
61237,5,06619,0,DROP,BS2127,18.0
61237,5,06615,1,A,BS2127,18.0
61236,6,04646,1,A,BS2522,18.0
61236,6,04796,0,DROP,BS2522,18.0
61518,6,05609,1,C-,ND0407,13.0
61519,6,05599,1,A-,BS2121,15.0
61519,5,06719,0,DROP,BS2121,21.0
61519,5,06616,0,WP,BS2121,21.0
61522,5,07887,1,A,BS2127,15.0
61522,6,04648,0,DROP,BS2127,14.0
61522,6,04645,1,B+,BS2127,14.0
61521,6,05809,1,B,BS6470,16.0
61521,5,07884,0,F,BS6470,14.0
62510,5,07886,1,C+,BB6137,17.0
62510,6,05527,1,B,BB6137,15.0
61520,6,04647,0,DROP,ND1105,13.5
61520,6,04645,0,NC,ND1105,13.5
61520,5,07533,1,A-,ND1105,15.0
61528,5,10535,1,C,ND1206,15.0
62509,5,07542,1,B,BS7256,16.5
62509,6,05945,1,B+,BS7256,16.0
62511,6,04645,1,S,BA2129,15.0
62511,6,04812,0,DROP,BA2129,15.0
62508,5,07886,1,B+,ND1206,15.0
62508,5,07554,1,A,ND1206,15.0
61527,5,07566,1,B-,BA4101,15.0
61516,6,05616,1,S,ND0610,18.0
61523,5,07560,1,A,BS6306,16.0
61524,5,07876,1,C,BA4101,16.0
61524,6,05529,1,A,BA4101,17.0
81821,5,12560,1,A,BS1203,13.0
59885,5,10538,1,A,BC5371,15.0
81812,6,11959,1,B+,ND1205,16.0
59884,5,07531,1,A,BA4101,15.0
59894,6,05508,1,S,BB6125,16.0
64393,5,10541,1,B,ND1201,14.0
64395,5,07522,1,A,ND9961,17.0
64395,6,05943,0,WF,BA4101,17.0
59893,5,10539,1,A,BA4201,13.0
64392,5,10535,1,B,ND1201,15.0
64391,5,06723,0,DROP,BS6474,18.0
64391,5,06617,1,A,BS6474,18.0
64390,5,10535,1,B,BA4253,15.0
64388,6,05531,1,A,ND1201,17.0
64389,6,05805,1,C+,ND1105,17.0
64389,5,07975,1,D-,ND1105,15.0
64044,6,05532,1,A,BS6468,15.0
64047,5,07518,1,A,BF5155,16.0
64042,6,05809,1,A-,ND1201,13.0
64040,6,05614,1,S,ND8837,16.0
64039,5,07974,1,C-,ND9961,18.0
64034,6,05505,1,B+,BS7252,15.0
64036,5,07886,0,FS,ND1207,15.0
64033,6,05534,1,A,ND1206,15.0
64030,5,07975,1,A,BS6308,17.0
64031,6,05620,1,A-,ND0410,13.0
64029,5,07512,1,B+,ND1220,15.0
64026,5,06722,0,DROP,BA2129,15.0
64026,5,06617,1,C-,BA2129,15.0
64027,6,05612,1,A,BS4238,16.0
64024,6,05807,1,B-,BS8171,17.0
64025,5,07875,0,WP,BS8122,15.0
64022,6,05599,1,A-,ND8837,15.0
64021,6,05510,1,A,BB6132,17.0
64403,5,10532,1,B,ND1220,16.0
64404,5,07544,1,B+,ND1201,15.0
64399,6,05510,1,A-,BS7260,17.5
59880,5,10537,1,B+,ND1201,15.0
59878,5,07883,1,C-,BS2127,16.0
59878,6,04761,0,DROP,BS2127,14.0
59878,6,04646,0,NC,BS2127,14.0
59878,6,05806,1,B-,BS2127,14.0
59874,5,10535,1,B,ND1206,14.0
59873,6,05509,1,A-,BS7260,16.5
59870,6,14553,1,A,ND1201,14.0
59870,5,10537,0,F,ND1201,15.0
59871,5,07880,1,B,BB6127,17.0
64397,6,05807,0,WF,BA4253,16.0
64397,6,05620,0,WP,BA4253,16.0
64396,5,06617,1,A,BA2128,16.0
64396,5,06725,0,DROP,BA2128,16.0
64006,6,05536,1,A,ND8837,16.0
64005,6,04645,1,S,BS2121,15.0
64005,6,04795,0,DROP,BS2121,15.0
64004,5,10537,1,A-,ND1201,15.0
64003,6,05510,1,A,BS6922,15.0
64001,5,07539,1,A,ND1220,16.0
62819,6,05519,1,A,BB6127,16.0
64019,5,07513,1,A-,ND1206,15.0
62822,5,06617,1,B,BS7252,17.0
62822,5,06724,0,DROP,BS7252,17.0
62822,6,05599,1,A,BS7252,17.5
62821,5,06619,0,DROP,BS2127,15.0
62821,5,06615,1,B-,BS2127,15.0
64020,6,05509,1,A-,BS6924,16.0
64017,5,07542,1,B+,ND8837,10.0
64014,5,07882,1,B,BC5373,18.0
64010,6,05532,1,S,BB6126,14.0
64013,5,10540,1,C+,ND9961,18.0
64012,5,10537,1,C-,ND1201,15.0
64011,5,07880,1,D+,ND1206,15.0
64011,5,07548,1,A-,ND1206,15.0
64011,6,05943,1,B-,ND1206,13.0
64009,6,05508,1,A,BS6474,16.0
64009,6,04646,0,NC,BS6474,16.0
64009,6,04762,0,DROP,BS6474,16.0
64009,5,07883,1,D-,BS6474,15.0
64007,5,07542,1,B+,ND0210,16.0
64838,5,07975,0,WP,ND1105,15.0
64839,6,05502,1,A,ND1105,15.5
64840,6,05615,1,B,BC5370,15.0
64834,6,09611,1,B-,BA4253,17.0
64827,6,05611,1,A,BM5105,17.5
64824,6,05944,1,B,BA4211,16.0
64824,6,05513,1,A,BA4211,16.0
64832,5,07530,0,FS,ND1201,15.0
64549,6,05514,1,S,BB6127,15.0
64547,6,05498,1,A,BA4253,13.0
64542,5,07522,1,A,ND1201,15.0
64540,6,04645,1,C+,BS2127,18.0
64540,6,04812,0,DROP,BS2127,18.0
64540,6,05520,1,A,BS2127,18.0
64538,6,04646,1,S,BS2126,15.0
64538,6,04796,0,DROP,BS2126,15.0
64534,6,05519,1,A,ND8837,16.0
60139,5,07888,1,C+,BS2522,15.0
60138,5,07517,1,A-,ND1206,15.0
60134,6,05513,1,A,BC5373,16.0
60135,6,05508,1,B,ND1105,16.0
60132,6,05808,1,A-,BS3338,15.0
60133,6,05807,1,B,ND9961,14.0
60133,6,05615,1,A-,ND9961,14.0
64843,6,11959,1,C+,BS1203,12.0
59908,6,09611,1,S,BA4101,13.0
59908,6,05516,1,A,BA4101,13.0
59903,6,05809,1,B+,ND1201,16.0
59903,5,07521,1,A,ND1201,15.0
59909,6,05610,1,A,ND0610,17.0
59902,6,05536,1,A,BS3310,15.0
59902,6,04646,1,A,BS3310,15.0
59902,6,04762,0,DROP,BS3310,15.0
84894,6,05945,1,B,BS2127,17.0
84894,6,04645,1,C-,BS2127,17.0
84894,6,04795,0,DROP,BS2127,17.0
59901,6,05532,1,B,BS2126,13.0
59918,6,05943,1,B+,ND9961,16.0
59918,5,07882,0,F,ND9961,15.0
59918,5,10540,1,D,ND9961,15.0
60126,5,06723,0,DROP,BS3316,16.0
60126,5,06617,1,A,BS3316,16.0
59916,6,04646,1,A,BS6470,15.0
59916,6,04796,0,DROP,BS6470,15.0
59917,5,07876,1,B+,ND1206,16.0
59917,5,10544,1,C+,ND1206,16.0
59913,5,07876,1,B,BA4101,16.0
59899,6,05537,0,WF,BC5370,18.0
59910,6,05527,1,A-,BA4254,16.0
59911,5,07558,1,A-,ND0410,15.0
59898,5,06620,0,DROP,BS2127,15.0
59898,5,06615,1,A,BS2127,15.0
59905,6,05808,1,A-,BA4101,17.0
60128,5,07876,0,F,ND1201,15.0
60128,5,10544,1,C-,ND1201,15.0
59900,6,05528,1,A-,BA4253,16.0
59896,5,07878,1,A,ND1206,15.0
59896,5,07566,1,A,ND1206,15.0
60130,5,07554,1,D+,ND1206,15.0
60130,6,05664,1,B-,ND1206,13.0
60129,5,07533,1,A,BJ6906,17.0
64869,5,07882,0,WP,ND1206,19.0
64869,5,10532,1,B-,ND1206,19.0
64867,5,07549,1,C+,ND0210,15.0
82067,4,14959,1,A,BS2127,16.0
64868,5,07882,1,D,ND1201,15.0
64868,5,07554,1,B+,ND1201,15.0
64863,6,05616,1,B,BS8167,16.0
64865,6,05537,1,A,ND1105,14.5
64865,5,07882,1,C,ND1105,17.0
64864,6,05810,1,B+,BB6124,16.0
64864,6,05521,1,A,BB6124,16.0
64861,5,07985,0,F,BS7270,15.0
64861,5,07547,1,A,BS7270,15.0
64855,6,05513,1,A-,BS8167,15.0
64857,6,05807,0,WP,ND1206,16.0
64858,6,04645,1,B,BS2121,16.0
64858,6,04648,0,DROP,BS2121,16.0
64858,6,05616,1,B,BS2121,16.0
64858,5,07974,1,B,BS2121,15.0
64854,6,14553,1,A,BA4101,17.0
64854,5,07876,1,B,BA4101,15.0
69909,5,07974,1,A-,BS2127,15.0
69909,6,05512,1,A-,BS2127,15.0
69909,6,04795,0,DROP,BS2127,15.0
69909,6,04645,1,B+,BS2127,15.0
69912,5,10536,1,B+,ND8837,16.0
69908,5,07518,1,B+,BA4253,16.0
69903,5,07879,1,B,ND1206,15.0
69902,6,05618,1,A,BF5154,17.5
82066,5,07542,1,B-,BA4201,15.0
69901,6,05944,1,B+,ND1206,16.0
69901,6,05611,1,S,ND1206,16.0
69897,6,05609,1,S,BS8167,19.0
69899,5,07522,1,B+,ND1201,18.0
69900,5,07540,1,A-,BA5232,16.0
69907,4,06272,1,A,ND1508,19.0
70169,5,07875,1,C,BS3314,16.0
70169,6,04646,1,S,BS3314,16.0
70169,6,05611,1,B-,BS3314,16.0
70169,6,04762,0,DROP,BS3314,16.0
70168,5,07544,1,A-,ND1201,15.0
70168,6,09611,1,B+,ND1201,16.0
70165,5,07518,0,F,BA4252,16.0
70166,5,07545,1,A,ND1220,16.0
70157,5,07540,1,B,BA5232,15.0
70158,5,07985,1,D-,BA4251,15.0
70155,5,07532,1,A-,BA4101,15.0
70155,6,05809,1,B-,BA4101,16.0
70152,6,11093,1,S,BB6125,15.0
70146,5,07884,0,WP,BA5230,15.0
70146,5,07540,1,C+,BA5230,15.0
70147,5,07516,1,B+,BJ6906,16.0
70151,5,07533,1,A,BA5290,17.0
70142,5,07987,1,B,BS6316,15.0
70143,6,05501,1,A,BS6317,16.0
70144,6,05809,1,B,ND0210,16.0
70144,6,05538,1,B+,ND0210,16.0
70140,6,05614,1,A-,BF5049,19.0
70136,6,05522,1,B,ND0610,15.0
70141,5,07523,1,B+,BA5194,17.0
70139,5,07529,1,B,BA4253,16.0
70139,6,09611,1,B-,BA4253,17.0
70138,5,07526,1,A,ND9961,15.0
70167,5,07560,1,A,ND0407,16.0
70131,5,06723,0,DROP,BS3314,15.0
70131,5,06617,1,A,BS3314,15.0
70131,6,05512,1,A,BS3314,16.0
70132,5,07883,1,C,BB6132,17.0
70163,6,04761,0,DROP,BS7274,13.0
70163,6,04646,1,S,BS7274,13.0
70174,6,04812,0,DROP,BS7274,13.0
70174,6,04645,1,S,BS7274,13.0
70751,5,07876,1,B-,ND1206,15.0
70751,5,10544,1,A,ND1206,15.0
70762,5,07877,1,B+,ND8837,19.0
70750,5,07884,1,C,BS3314,16.0
70750,6,05599,1,A,BS3314,15.0
70177,6,05503,1,A,ND8837,16.0
70752,6,05508,1,A,ND0610,15.0
70178,5,07987,1,B,ND1105,15.0
70178,5,07560,1,A,ND1105,15.0
66199,5,10537,0,F,ND1201,15.0
66199,6,05615,1,B,ND1201,15.0
66195,6,04646,1,C+,BS2127,15.0
66195,6,05498,1,A,BS2127,15.0
66195,6,04762,0,DROP,BS2127,15.0
66193,6,05945,1,A-,ND1201,14.0
66193,5,07553,1,B,ND1201,16.0
66191,5,07546,1,A,ND0210,15.0
66192,6,14553,1,S,ND1208,16.0
66192,5,07513,0,F,ND1208,17.0
66190,6,04646,0,FS,BS7253,15.5
66190,6,05538,0,I,BS7253,15.5
66190,6,04762,0,DROP,BS7253,15.5
70765,5,07545,1,B,BA5050,15.0
70758,6,05612,1,S,BS5327,16.0
70757,6,05614,1,B-,BS2127,17.0
70755,6,05609,1,B+,ND0410,15.0
70755,5,07875,1,B,BS2127,16.0
70176,6,05806,1,S,BA4101,17.0
70176,6,05504,1,B+,BA4101,17.0
70759,5,10536,1,A-,ND0408,15.0
70756,5,07514,1,A,ND1220,16.0
66459,6,05530,1,B+,BS8167,15.0
66460,6,05499,1,A,BS5327,17.0
66449,5,07546,1,A,BS7269,16.0
66461,5,10541,1,B-,ND1201,15.0
66448,5,06620,0,DROP,BS2121,15.0
66448,5,06615,1,C,BS2121,15.0
66448,6,05615,1,B+,BS2121,17.0
66682,6,05528,1,A,ND1220,15.0
66685,6,05521,1,A,BS7260,16.0
66455,6,05511,0,NC,BS8167,15.0
66684,5,07517,1,A,BA4101,15.0
66683,6,05807,1,B+,ND1201,16.0
66451,6,05498,1,A,BS6923,15.0
66453,6,04648,0,DROP,BS2127,15.0
66453,6,04645,1,A-,BS2127,15.0
66681,6,05513,1,A-,BM5105,19.0
67543,6,05613,1,A,BS6307,18.0
66686,6,05616,1,B,BS7257,17.0
66680,5,10538,1,B+,ND1206,15.0
66218,5,07558,0,WP,BA5050,15.0
66214,6,05611,1,A,BS3321,17.0
66210,6,05536,1,A,BB6125,15.0
66462,6,04647,0,DROP,BS2121,18.0
66462,6,04645,1,B+,BS2121,18.0
66462,6,05497,1,A,BS2121,18.0
66217,6,05497,1,B,BC5371,15.0
66212,6,04812,0,DROP,BS3313,17.0
66212,6,04645,1,S,BS3313,17.0
66212,6,05499,1,A,BS3313,17.0
66212,5,07884,1,B,BS3313,16.0
66234,6,04761,0,DROP,BS3314,14.0
66234,6,04646,1,S,BS3314,14.0
66235,6,05512,1,A-,BS8167,15.0
66237,6,05809,1,S,BA4101,14.0
66237,6,05520,1,A,BA4101,14.0
66233,5,07552,1,A-,ND1207,15.0
66208,5,07879,0,WF,ND1206,16.0
66208,5,07536,1,A,ND1206,16.0
66238,6,04646,1,S,BS7257,16.5
66238,6,04813,0,DROP,BS7257,16.5
66238,6,05664,1,A,BS7257,16.5
66229,6,05509,1,A-,ND8837,16.0
66230,6,05613,1,A-,BS8167,15.0
66230,5,07880,1,C,BS8167,17.0
66225,5,07974,1,B,BA5050,16.0
66225,6,05501,1,B,BA5050,17.0
66442,6,09612,1,A-,BA4203,16.0
66441,5,07877,0,FS,BS2121,15.0
66441,5,14786,1,B+,BS2121,15.0
66438,6,04645,1,S,BS7257,15.0
66438,6,04795,0,DROP,BS7257,15.0
66440,5,07518,1,A-,BS7256,16.5
66436,5,07553,1,A,ND1206,15.0
66439,6,05520,1,B,BS7252,13.5
66430,5,06620,0,DROP,BS2121,15.0
66430,5,06615,1,B-,BS2121,15.0
66444,6,04646,1,A,BS7252,16.5
66444,6,04796,0,DROP,BS7252,16.5
66447,6,05611,1,A,BS3323,15.0
66447,5,07875,1,C-,BS3323,15.0
66427,6,05613,1,A,BB6127,16.0
66428,5,07511,0,I,BA4253,15.0
66424,6,04647,0,DROP,BS3310,16.0
66424,6,04645,1,B+,BS3310,16.0
66424,6,05499,1,A,BS3310,16.0
66426,5,10536,1,A-,ND1220,15.0
66240,6,05522,1,B-,BS2121,15.0
66219,5,07985,1,C,BS6361,17.0
66219,5,07549,1,B-,BS6361,17.0
66220,5,07560,1,B+,ND0210,16.0
66239,6,05616,1,A-,BF5155,15.0
66221,6,05618,1,A,BS6316,16.0
66223,6,05499,1,A,BA4253,17.0
67803,5,07532,1,B,BA4101,15.0
67802,6,05518,1,A-,BS5327,17.0
67582,5,07542,1,B,ND1201,17.0
67580,5,07985,1,B,BS8167,15.0
67580,6,05499,1,A,BS8167,15.0
67579,6,11958,0,WP,BM5107,16.5
67578,5,07974,1,B,BA4101,15.0
67577,6,04761,0,DROP,BA4101,20.0
67577,6,04646,0,WP,BA4101,20.0
67574,6,14107,1,A,BB6121,15.0
67576,5,07878,1,B,ND9961,15.0
67576,6,05498,1,A,ND9961,15.0
67575,6,05519,1,A,ND0610,15.0
67570,5,07518,1,B-,ND0210,16.0
67573,5,10537,1,A-,BS8122,15.0
67571,5,07537,1,C,BA5194,15.0
67568,6,05498,1,A,BS5327,17.0
67564,6,05496,1,A,BB6121,12.0
67572,5,07526,1,A-,ND1206,17.0
67563,5,07547,1,A-,ND1201,14.0
67563,6,05807,1,A-,ND1201,16.0
67551,5,07537,1,B,ND1206,15.0
67566,6,04645,1,C+,BS3316,19.0
67566,6,05613,1,A-,BS3316,19.0
67566,6,04795,0,DROP,BS3316,19.0
67560,5,07879,1,C,ND1206,15.0
67560,5,07536,1,A,ND1206,15.0
67545,5,07513,1,A,BS6178,16.0
67559,5,07876,0,F,ND1206,17.0
67559,6,05945,1,B+,ND1206,16.0
67556,6,05617,1,A,BS2121,17.0
67556,6,04796,0,DROP,BS2121,17.0
67556,6,04646,1,S,BS2121,17.0
67553,6,05528,1,A,BB6126,15.0
67552,5,07883,0,FS,BS8171,14.0
67554,6,05528,1,A,BS6317,16.0
67548,6,04648,0,DROP,BS2121,18.0
67548,6,05500,1,B,BS2121,18.0
67548,6,04645,1,C+,BS2121,18.0
67548,5,07881,1,A-,ND0407,14.0
67549,5,07974,1,B+,BS6306,16.0
67549,5,07545,1,A-,BS6306,16.0
66703,5,07876,1,B+,BA4101,16.0
66703,5,07528,1,A,BA4101,16.0
67547,5,07514,1,B-,BA4253,13.0
67544,5,07974,1,C+,BS2127,16.0
67814,5,07541,1,B,ND1220,16.0
67824,6,05507,1,A-,ND0210,16.0
67810,6,05611,1,A,BC5370,19.0
67821,5,07558,1,C+,ND1206,15.0
67820,5,07530,1,B-,BA4201,13.0
67819,6,05531,1,A-,ND1220,14.0
67817,5,07880,1,D-,BS3310,15.0
67815,5,07552,1,C,ND9961,15.0
67816,6,05805,1,A-,ND6603,16.0
67816,6,05514,1,A-,ND6603,16.0
67812,6,05509,1,B+,BB6120,19.0
67808,5,06719,0,DROP,BS8122,16.0
67808,5,06616,1,A,BS8122,16.0
67809,6,05502,1,A,BS8156,16.0
67806,5,10537,1,A-,ND1206,14.0
68712,6,05664,1,A,BC5370,15.0
68719,6,05501,1,A,BB6158,15.0
68710,6,05609,1,B,ND0610,15.0
68707,6,04645,1,B-,BS7260,16.5
68707,6,04795,0,DROP,BS7260,16.5
68711,6,05501,1,A,BB6158,15.0
67826,6,05521,1,B,BB6127,18.0
68989,6,05610,0,WP,ND8837,16.0
84005,4,12878,1,A,BS5511,3.0
68983,5,07876,0,F,ND1206,15.0
68983,5,10544,1,C-,ND1206,15.0
68983,6,05807,0,WF,ND1206,16.0
68982,5,10537,1,B+,ND1201,15.0
68980,6,04761,0,DROP,BS7270,16.5
68980,6,04646,1,B,BS7270,16.5
68977,6,05527,1,S,ND6603,18.0
68978,5,07545,1,C+,BA4101,15.0
68979,5,07519,1,A,ND0410,16.0
68988,6,05530,1,A-,BB6124,16.0
68742,6,05526,1,A,BB6158,18.0
68744,6,04645,0,NC,BS2127,14.0
68744,6,04648,0,DROP,BS2127,14.0
68744,6,05497,1,A,BS2127,14.0
68744,5,07875,1,D,BS2127,15.0
68743,6,09611,1,S,ND0410,10.0
68743,6,05530,1,C+,ND0410,10.0
68740,6,05809,1,A-,BS6470,17.0
68740,6,05509,1,A,BS6470,17.0
68739,5,07558,1,B,BJ6906,16.0
68737,5,07888,1,D-,ND0610,17.0
68735,5,07878,1,C,ND1206,16.0
68732,5,07879,1,C-,ND1206,15.0
68732,5,07529,1,B,ND1206,15.0
68732,6,05945,1,B+,ND1206,17.0
68730,5,07540,1,C+,ND0210,15.0
68724,5,06721,0,DROP,BS7264,15.0
68724,5,06616,1,C-,BS7264,15.0
68724,6,05499,1,A,BS7264,16.5
68729,6,05510,1,A,BS2120,18.0
68728,6,05810,1,C+,ND1201,13.0
68728,6,05616,1,B,ND1201,13.0
68727,6,04647,0,DROP,BS2522,15.0
68727,6,04645,1,S,BS2522,15.0
68726,5,10542,1,B+,ND0210,16.0
68723,6,04645,1,S,BS2121,15.0
68723,6,04647,0,DROP,BS2121,15.0
68722,6,05612,1,A-,BB6121,16.0
68722,6,09611,1,C,BB6121,16.0
68974,6,05807,1,C,BS6922,15.0
68974,6,05529,1,A,BS6922,15.0
68976,5,07566,1,B,BF5154,17.0
68971,5,14785,1,A,ND1220,16.0
68972,5,10538,1,B-,ND9961,17.0
68972,6,05809,1,C,ND9961,15.0
67636,5,07566,1,A,BJ6906,16.0
67634,6,09612,1,B+,BA5050,16.0
67634,5,07517,1,A,BA5050,15.0
66530,5,07521,1,A-,ND1201,15.0
66531,5,07884,1,B-,BS5327,20.0
66531,6,05503,1,A,BS5327,17.0
66532,6,04646,1,C,BS3310,17.0
66532,6,05518,1,B+,BS3310,17.0
66532,6,04796,0,DROP,BS3310,17.0
66752,5,07528,1,A,BS6306,16.0
67631,5,07529,1,C,ND0210,15.0
67631,6,09612,1,B+,ND0210,17.0
66755,6,05532,1,A,BS7260,17.5
66755,6,04796,0,DROP,BS7260,17.5
66755,6,04646,1,A-,BS7260,17.5
67630,5,14785,1,A,BA4101,15.0
66529,6,05609,1,A,BS8100,19.0
67619,6,05513,1,A-,ND0610,18.0
67620,5,10542,1,B+,ND0210,15.0
67621,5,14786,1,C-,BC5363,16.0
67612,5,07881,0,F,ND1206,15.0
67612,6,05807,0,FS,ND1206,19.0
67612,6,05533,1,B,ND1206,19.0
67614,5,10538,1,A,ND1208,15.0
66777,6,04646,1,A-,BS7252,14.0
66777,6,04762,0,DROP,BS7252,14.0
67608,5,07887,1,C+,ND1105,15.0
67608,5,07516,1,B,ND1105,15.0
67609,5,06619,0,DROP,BS3310,16.0
67609,5,06615,1,D,BS3310,16.0
66772,6,05532,0,NC,BC5370,15.0
66773,5,07883,1,B-,BA4101,15.0
67635,5,10541,1,B-,ND1206,17.0
66770,6,05535,1,A,ND1206,14.0
66771,5,07877,1,C,ND1105,15.0
66771,5,07667,1,B+,ND1105,15.0
